Author tag,Author username,Author avatar,Is bot,Date,Content,Mentions,Attachments,Channel,Symptom1(Edginess_or_restlessness),Symptom2(Tiring_easily_more_fatigued_than_usual),Symptom3(Impaired_concentration_or_feeling_as_though_the_mind_goes_blank),Symptom4(irritability),Symptom5(Increased_muscleaches_or_soreness),Symptom6(Difficulty_sleeping),Symptom7(No_symptoms),AnxietyIntensity
#2360,Brina96,https://cdn.discordapp.com/avatars/962971532919988224/f67ffacf6f4448aff4c368b5c3453d8c.png,No,4/11/2022 8:46,"When I had exams at university I used to take a pencil with me, because taking it in my hand helped me to feel less anxious. It worked as a stress reliever 🙂",nabihaha_#6572,,R/SocialAnxiety,Y,N,N,N,N,N,N,1
#6572,nabihaha_,https://cdn.discordapp.com/avatars/945518233958645801/d3cc36c847b3cf7a13e45558ddb0d81f.png,No,2/21/2022 19:39,"Hi, I'm new on discord and I have social anxiety",LE#4300,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#5511,ZardiumS,https://cdn.discordapp.com/avatars/252663311571746816/4eb206710cd730bef709e05a834b2742.png,No,3/24/2022 19:42,On the internet or on-site?,♥ Sanemi's & Uzui Tengen's simp.#1336,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#0045,Silent,https://cdn.discordapp.com/avatars/198043255282204672/a_f1de9216445cdfdb4210758d58a92b3d.gif,No,4/1/2022 6:29,Does anyone feel significantly more confident talking to people when you have your friend or family with you?,wanda#3703,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#0186,IDano 🎵,https://cdn.discordapp.com/avatars/211188495169880064/9b41c495dce2c8cdfefa30ed146bc12b.png,No,9/29/2021 11:40,"Hey Adam, if you want to talk in here about anything I'm open to listen... or you can DM me!",AdamTheBuilder#5663,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#7896,NΣØN_R𝘪𝙙e尺,https://cdn.discordapp.com/avatars/463270217460613120/2252a1d75dd667e799cb007a34a29894.png,No,4/7/2022 8:58,"Who has panic attacks here?
 I'm just interested",swill.#5537,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#9687,l1ff3,https://cdn.discordapp.com/avatars/746009056849690788/6f6d39b01e59a60426fda3a18322ab0f.png,No,4/10/2022 9:38,hey is it normal to be nervous around people u know rather that people u don't know ?,dnir50#1737,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#6004,cowlick,https://cdn.discordapp.com/avatars/651176455245660259/7a8da0aedb7876102cd0b9c29a467bfa.png,No,3/30/2022 14:02,"In my case, calls don't really trigger my anxiety unless it from someone of higher authority. Since I'm turning 17 in october, I view essentially every adult that way.",l1ff3#9687,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#6691,Gewwieee,https://cdn.discordapp.com/avatars/603208282940768257/5788a8bcc107d5502446aff0b043d022.png,No,4/10/2022 9:58,that's totally how I feel,l1ff3#9687,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#9334,SecondFarooqui,https://cdn.discordapp.com/avatars/395879121378344980/c72aec81ecdb79ce15d2762fb8178fd7.png,No,4/10/2022 5:03,i pretended i was in a hurry and the rep filled out my forms for me. i was so happy,NΣØN_R𝘪𝙙e尺#7896,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#8198,pramit,https://cdn.discordapp.com/avatars/170992284974710784/81a8ab342f58f9d54722da9e1dfedbd8.png,No,10/6/2021 16:43,yea,Alsea#2613,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#9577,robert😍,https://cdn.discordapp.com/avatars/857114310793494577/0f3f2357d12f8c1864bffc5a36723b3a.png,No,11/14/2021 11:38,i dont like bringing up religion and stuff but i really want to get baptized but the thought of getting up in front of everyone in church and doing it terrifies me ive tried talking about it to the youth pastor and some religious friends but they dont understand it at all :/,,,R/SocialAnxiety,Y,N,N,N,N,N,N,2
#9576,kminerkminer,https://cdn.discordapp.com/avatars/189968100366483457/d6d0e72d40554381b3b3f2bff8527677.png,No,4/3/2022 23:01,You and I and everyone here,Rockin#1650,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#7669,gaku,https://cdn.discordapp.com/avatars/779028041250111528/ee9e272998560b1462a0c26940969e81.png,No,5/5/2021 5:09,Ok I'm finally starting to address the general/social anxiety which underlays my prior addictions. Has anyone else been in a similar situation? How did you work on your issues without the crutch you used to lean on? I only used substances to escape my constantly overthinking brain. I'm ADHD too so it's a rough combo.,Nyx#4051,,R/SocialAnxiety,Y,N,Y,N,N,N,N,1
#9913,sarahh,https://cdn.discordapp.com/avatars/884503456772153367/47dd662c38179c9d25a896e017d09212.png,No,9/14/2021 16:07,"Man i will take meds for my anxiety, but i feel scared to get dependent on it does anyone here used antidepressants for about a year? What if i stop using medication will i depend on meds until my anxiety is gone?",Arthur.#7940,https://cdn.discordapp.com/attachments/369547956472250378/940720092306628608/0534710a87e5e6cf0cd2bd4d483ceac5.jpg,R/SocialAnxiety,Y,N,Y,Y,N,N,N,2
#0266,TooBucks,https://cdn.discordapp.com/avatars/423230522999832576/8ad363a2d1fb53431b049212be265ef4.png,No,3/8/2022 13:04,"Sarahh that’s normal, most people feel out of place or unqualified for a job when they first start, just stick with it the longer you’re there the more comfortable and confident you will become, everyone that works there has went through the feelings your going through now, just take it one day at a time, you got it",defcoolusername#6612,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#8672,MrBrian,https://cdn.discordapp.com/avatars/124323915680972803/f50559b8cd81ee78244c4a5c93ec3165.png,No,4/9/2022 15:08,"Going to a fancy dinner tonight with people I don’t know for a charity thing. And I will be too nauseous to eat, can’t wait to have to try to explain why I’m not eating 😖",,,R/SocialAnxiety,Y,N,N,Y,N,N,N,2
#6669,RawkzRox,https://cdn.discordapp.com/avatars/240302217326755842/e0c7230f811153791bf7bf846db18a77.png,No,4/8/2022 6:32,"You could maybe text her saying something along the lines of, hey, I care for you as a friend but I am just not into that scene anymore. I'd love to hang out if we can find something we'll both enjoy. And if she pushes back or is toxic in anyway, you could let her know that the 2 of you have grown apart and you wish her all the best. If she continues to be toxic you could block her, even just for a time.",Jeans#3707,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#6878,dementia,https://cdn.discordapp.com/avatars/511437388497551361/1896c768c420fd05742cbb623c79ac97.png,No,4/9/2022 12:40,"well if you have social anxiety and your doing this thing for people who also have social anxiety, i think most of them would understand if you make a mistake or two. Personally i think you're probably already qualified for leading this thing and only need advice or help from people who done things like this before",V dani#9432,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#9432,V dani,https://discord.com/assets/6debd47ed13483642cf09e832ed0bc1b.png,No,6/22/2021 5:01,what can I do if a have a creaky voice every time I speak with a stranger? it's ridiculous,,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#6873,nonosweet12pop,https://cdn.discordapp.com/avatars/833522060692684832/91fbece7433dac3cf68b3b62c034cd5d.png,No,4/9/2022 6:10,I don't know if I have social anxiety or no too,,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#9014,Harambae,https://cdn.discordapp.com/avatars/821070139436171274/f75322f9d6e97747f9e800da760aee57.png,No,4/9/2022 8:14,I want to increase my anti deprasant but I am already using max dosage,,,R/SocialAnxiety,N,N,N,Y,N,N,N,2
#6379,Musica08,https://cdn.discordapp.com/avatars/735350437586403338/8c9782ef3ddbc9c65c4f96e95131d873.png,No,8/17/2021 7:43,same 😁,,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#3707,Jeans,https://cdn.discordapp.com/avatars/398799632756506625/83483500c4edf66f04df9ea456e11877.png,No,4/8/2022 4:57,"I am supposed to go out tonight with a friend, but I am not able to tell her honestly that I don't like a bar and that I'm not able to be myself/to relax in such a busy place. 
 If I tell her, she often tells me that I don't want anything these days while she knows about my problems, and that's just quite painful.",Mr. Think#9346,,R/SocialAnxiety,Y,N,N,N,Y,N,N,2
#2986,DeadPoetic,https://cdn.discordapp.com/avatars/145411694955462656/a_61b78133823b6ae6d494abac945cda69.gif,No,3/22/2022 12:30,Yeah that’s possible. I was there when I was a kid. Social interaction requires people. They don’t even need to be talking for it to be a phobia. Inner thoughts of other people and fear of what they may think of you.,miļk#8783,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#4448,froggydoggy,https://cdn.discordapp.com/avatars/207120914788122624/a00267e317cf2e0485591eeaf5b93798.png,No,4/7/2022 5:10,"yep, relatable",,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#7843,AS,https://discord.com/assets/6debd47ed13483642cf09e832ed0bc1b.png,No,4/8/2022 6:26,"hey guys, I am having a dilemma about a thing because of SA..any one who would want to help?",,,R/SocialAnxiety,Y,N,N,N,N,N,N,1
#6445,ٴٴ,https://cdn.discordapp.com/avatars/582433043797639181/2698ac0e96f8ce945df5721dcdd19c0d.png,No,4/7/2022 22:01,I have a presentation in an AP class I'm really intimidated in tomorrow,kminerkminer#9576,,R/SocialAnxiety,Y,N,N,N,N,N,N,1
#7235,Spark,https://cdn.discordapp.com/avatars/132550417124032512/d55b7bc985f1254d43149481145525e6.png,No,4/5/2022 16:37,Hello people,PersonalBusiness#2291,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#3475,Leah,https://cdn.discordapp.com/avatars/689051902654152728/3c439e18bf008eccc1e4593209347975.png,No,4/7/2022 20:29,Me too,PersonalBusiness#2291,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#2488,whichguy3,https://cdn.discordapp.com/avatars/736361047606427698/872ef332fa43c8bb15a1b93a79cb1ef2.png,No,12/17/2021 13:21,i've been thinking about trying out CBT. Please let us know how your session went afterward!,Greg Ritferd Jr#1337,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#0420,Luard,https://cdn.discordapp.com/avatars/364828611884220416/b219ad8428a14ec4eb6d72f22b29acb7.png,No,4/7/2022 16:03,How do you make friends as an adult with social anxiety?,,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#9139,uwuphobic,https://cdn.discordapp.com/avatars/899335618444812338/5001de5baec0500eeb3e10a114878c20.png,No,10/19/2021 13:42,finally,An0nym0u5#5459,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#4300,LE,https://cdn.discordapp.com/avatars/451165452635209728/62a33630937b4a08629a3cc176d375d6.png,No,4/1/2022 18:55,i really can’t do this,,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#7688,Pogi_,https://discord.com/assets/6debd47ed13483642cf09e832ed0bc1b.png,No,8/3/2021 10:22,Did you get diagnosed ?,cros107#9424,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#4980,Kenza,https://cdn.discordapp.com/avatars/867883832745001000/4c68545e898af2e955b6ce68a6dcfd6a.png,No,4/7/2022 11:31,Yup,Silent#0045,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#6488,eth,https://cdn.discordapp.com/avatars/601294381277773838/71c91a747180c401e575d2a1eb4b805a.png,No,4/7/2022 5:15,common problems tend to do that,,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#8157,AceAndAnxious,https://cdn.discordapp.com/avatars/782421177686818857/81114b03853b0f1f2cecf3ed9245c4c1.png,No,3/27/2022 18:33,Mine is pretty good. ive been one a couple different anxiety meds but rn im on quellbre and its working the best so far. the only side effect i experienced while on it is insomnia for a week. i pretty much noticed an immediate difference within a few days and most anxiety meds take a lot longer,O1512923#6863,,R/SocialAnxiety,N,N,N,N,N,Y,N,3
#3941,rain,https://cdn.discordapp.com/avatars/858995738297630720/9241024fc2e00fba843c8fb6edfbe40d.png,No,11/21/2021 21:30,it’s 7:30 and i’m meeting someone i’ve been texting for almost a year today at like 9:30 and i’m so scared,SCRAWNYBOII#6351,,R/SocialAnxiety,Y,N,Y,N,N,N,N,1
#0290,taoist_omen,https://cdn.discordapp.com/avatars/826357035703992361/449fef6ef08b8fabdcd23b2b0cea574f.png,No,4/6/2022 11:39,Risperidone + Benzo is a great combo for SA. Sad that neither of these I have been/can be prescribed but have to self medicate (UK),rain#3941,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#5466,vnum,https://cdn.discordapp.com/avatars/733499576618844320/667f411f3c01ca5919239c4f1b4ebd8b.png,No,3/22/2022 21:14,Do u guys think that voice chats are a good way to practice speaking skills,watdo#0425,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#4754,Micah,https://cdn.discordapp.com/avatars/386318357135097857/26580982439a515cb135edf63b19f1b3.png,No,2/22/2022 10:18,Hey I need help with me talking to people I can never seem to know what to talk about or know what to say to someone to start a conversation and it hurts cause I have a girlfriend and I feel that I'm just so incredibly boring,swill.#5537,,R/SocialAnxiety,Y,N,Y,N,Y,N,N,1
#5513,Windwisp,https://cdn.discordapp.com/avatars/239509288077230081/113275a2607d9e81574c49b3fd332aa3.png,No,4/5/2022 17:49,Heyoo,,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#3190,Narsuaq 👽,https://cdn.discordapp.com/avatars/136909362278039552/a_20e11c7e6ca6cc6c365d076f0282561d.gif,No,5/8/2021 9:27,I'm starting to get very anxious about an upcoming hair appointment...,prulcks#6666,https://cdn.discordapp.com/attachments/369547956472250378/942549080368906341/unknown.png,R/SocialAnxiety,Y,N,N,N,N,N,N,1
#1650,✞ ʇsoɥɓ ✞,https://cdn.discordapp.com/avatars/881909666785919016/90ed07c295ec923f1d202745e8d4563b.png,No,8/30/2021 11:24,"i'm very bipolar so i have no idea what i'm supposed to be ""normally""",Lala love#1155,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#7595,stoneyrocks,https://cdn.discordapp.com/avatars/739936790743613461/2ffd7274e50d56f853a3c43774cdbedb.png,No,4/4/2022 10:21,"texted a friend who i havent seen for ages, no reply. called him up before this and was a very cringe convo idk why. we used to be good mates",noid#5291,,R/SocialAnxiety,Y,N,Y,N,N,N,N,1
#5291,doge.mayne🇲🇽,https://cdn.discordapp.com/avatars/550568688101752832/046ee688e8afb2fa690e9efc1d5c8532.png,No,10/19/2021 23:47,I recently transferred to a school with all my friends who I haven’t seen since middle school but I still talked through social media and I transferred there to be with them but I feel like I was gone for too long and they’ve forgotten about me and I forgot how to connect with them because their friend group is bigger and I don’t know how to include myself in their conversations because they talk about stuff I wasn’t there for and I feel like they’re losing interest because they don’t invite me to hangouts but always post about it how do I rekindle my relationship with them?,ღa̷l̷e̷x̷a̷ღ#5195,,R/SocialAnxiety,Y,N,Y,N,N,N,N,2
#9591,Bonzi Buddy,https://cdn.discordapp.com/avatars/542712818965676039/7e23f7c738c112431b212cd68027cfaa.png,No,3/29/2022 5:35,"When talking during a school presentation and other stuff I start getting out of breath, cant talk properly without pausing between every word, heart starts beating faster and faster and everything and I suspect it might be because I'm wearing a mask. I feel like when I didn't wear a mask I was more confident and chill but not sure. Do you guys think its that? Like maybe it restricts my ability to take in oxygen when talking which starts the symptoms compared to without a mask. I have been wearing a mask because I think that it would help me hide my symptoms better.",,,R/SocialAnxiety,Y,Y,N,N,Y,N,N,3
#3046,Clearly,https://cdn.discordapp.com/avatars/485895678103650365/62424150e850e5e262cf04c08b80ee6c.png,No,4/5/2022 11:26,How do u get to know people?,,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#7478,Bucket?Socks?Ice?Polaris?,https://cdn.discordapp.com/avatars/801126200780783647/37e8a6ded3c15b6c125e48007ffa68f3.png,No,6/19/2021 21:12,How do you be a leader when you are introverted and terrified of people...,Sepp#4943,,R/SocialAnxiety,Y,N,N,N,N,N,N,1
#0512,Juice's Wifey❤,https://cdn.discordapp.com/avatars/852242118055428168/cb2ccbd66882252ae69f41f4e18a532b.png,No,4/4/2022 9:08,"Hey, idk if this is termed as social anxiety but today i was called out of now where in school to read the annoucments and like out of fear i could read properly my hands were shaking and i couldn't get my words right then still out of fear i started crying but that's not the point everywhere i went today i felt like everyone was saying something about like laughing at the fact that i didn't read properly and i cried after so like yeah...it just made so conscious of what was doing or going all through today.",Rockin#1650,,R/SocialAnxiety,Y,N,Y,N,N,N,N,3
#6400,meh,https://cdn.discordapp.com/avatars/324353573511233536/79d751629131f6e42fd832ffc466a595.png,No,4/4/2022 20:00,<:D_:873470043390890064>,,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#2689,kya,https://cdn.discordapp.com/avatars/856679245660291122/d6dc9432e7a91d80c6de91c43f91d907.png,No,4/4/2022 18:38,Hi my name is Carmen Winstead,,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#1975,Alfred Dixon,https://cdn.discordapp.com/avatars/443450705588518912/1532293fcbf6f0f088214fc586bd6365.png,No,4/4/2022 18:20,<:PastelsDogTriggered:821938423434706965>,,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#0392,swan4ever,https://cdn.discordapp.com/avatars/788875667952369726/a_087adf086850b96faeb3be1841dd99dd.gif,No,4/4/2022 18:20,<:AFSmadge:927478681360814090>,,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#1166,stephishere,https://cdn.discordapp.com/avatars/439270952384331776/c1b20ab88d14dd33d48ecb3be5aa06f1.png,No,4/18/2021 18:52,I liked having one other student there because it helped take the instructor's attention off me lol,,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#7800,hikaru,https://cdn.discordapp.com/avatars/936670435314135041/a_eed7aa936ea55faa43fbd21d423fdd7a.gif,No,4/3/2022 17:57,"hi! I'm in the same boat as you, so don't worry. I think its best to start slowly. Perhaps getting a job somewhere local and quiet? maybe a library or something. idk <:flushed_wide_2:829065628085649479>",Bam#1754,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#6551,Cy,https://cdn.discordapp.com/avatars/168543231632605184/4335f78e29ae18c02913774438ec4a92.png,No,6/16/2021 7:49,"Exposure, therapy and medication can all help with that, really depends on your specific case and how severe your anxiety is",Venomyth#6432,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#1783,Ravenchild,https://cdn.discordapp.com/avatars/230035358547574784/84d8e5c23e859df22b164516cdc859c9.png,No,4/4/2022 12:40,"does anyone else here severely regret cutting past friendships? around 7 years ago, i cut ties with my 2 closest friends from my teenage years. technically i know that it was the right decision, we had drifted apart and they had become toxic to be around. and yet, after i went 7 years without friends at all, i sometimes wonder if toxic friends would not have been the better choice over no friends at all...",,,R/SocialAnxiety,Y,Y,N,N,N,N,N,1
